Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station_name
Olallie Meadows,672,WA,WASHINGTON,SNTL,SNOTEL,4030,47.37406,-121.44213,King,33,10/1/1979,1/1/2100,344.73218,13.20419,47.3831884228296,-121.469306534247,0.0286686608866505,Olallie_Meadows
Owl Creek,676,WY,WYOMING,SNTL,SNOTEL,8975,43.65868,-109.00988,Hot Springs,17,10/1/1979,1/1/2100,5.90477,17.89786,43.6332176125402,-109.035525712329,0.0361391164254897,Owl_Creek
Park Cone,680,CO,COLORADO,SNTL,SNOTEL,9621,38.81982,-106.58962,Gunnison,51,10/1/1979,1/1/2100,4.49328,17.05311,38.8037097508039,-106.610938452055,0.0267210876871025,Park_Cone
Park Reservoir,682,CO,COLORADO,SNTL,SNOTEL,9987,39.04433,-107.87951,Delta,29,10/1/1978,1/1/2100,16.90535,14.17834,39.0309807090032,-107.854316534247,0.0285116517719405,Park_Reservoir
Parrish Creek,971,UT,UTAH,SNTL,SNOTEL,7740,40.93417,-111.81372,Davis,11,10/1/1999,1/1/2100,256.60416,9.55764,40.9059661141479,-111.83312639726,0.0342354703746161,Parrish_Creek
Peterson Meadows,930,MT,MONTANA,SNTL,SNOTEL,7200,46.12588,-113.30792,Granite,39,10/1/1965,1/1/2100,89.92463,3.00966,46.1331981527331,-113.32518009589,0.0187474336792338,Peterson_Meadows
Phantom Valley,688,CO,COLORADO,SNTL,SNOTEL,9045,40.39803,-105.84606,Grand,49,10/1/1979,1/1/2100,192.11607,5.16541,40.3946064581994,-105.86491160274,0.0191599468769417,Phantom_Valley
Phillips Bench,689,WY,WYOMING,SNTL,SNOTEL,8200,43.51687,-110.91258,Teton,39,3/1/1976,1/1/2100,88.96738,10.13836,43.5195821334405,-110.900592835616,0.0122901496235146,Phillips_Bench
Pickfoot Creek,690,MT,MONTANA,SNTL,SNOTEL,6650,46.57978,-111.26832,Meagher,59,6/1/1977,1/1/2100,71.41703,10.15234,46.5877400691318,-111.273606260274,0.00955548262869922,Pickfoot_Creek
Pine Creek Pass,695,ID,IDAHO,SNTL,SNOTEL,6720,43.56998,-111.21157,Teton,81,10/1/1988,1/1/2100,72.69935,8.08087,43.5763998729904,-111.211437356164,0.00642124315067463,Pine_Creek_Pass
Placer Basin,696,MT,MONTANA,SNTL,SNOTEL,8830,45.41905,-110.08844,Sweet Grass,97,10/1/1976,1/1/2100,54.24606,3.6336,45.3945675385852,-110.092397082192,0.0248001898460729,Placer_Basin
Poison Flat,697,CA,CALIFORNIA,SNTL,SNOTEL,7736,38.50576,-119.62624,Alpine,3,10/1/1980,1/1/2100,11.65286,9.32712,38.5196210530547,-119.604239410959,0.0260029750208714,Poison_Flat
Pole Creek R.S.,698,NV,NEVADA,SNTL,SNOTEL,8360,41.87255,-115.24713,Elko,7,2/1/1977,1/1/2100,4.13332,24.40979,41.8718676864952,-115.252416123288,0.00532997665424383,Pole_Creek_R_S
Poorman Creek,932,MT,MONTANA,SNTL,SNOTEL,5100,48.12672,-115.62333,Lincoln,53,10/1/1968,1/1/2100,135.53735,15.25312,48.1218190369775,-115.625429547945,0.00533174831751275,Poorman_Creek
Pope Ridge,699,WA,WASHINGTON,SNTL,SNOTEL,3590,47.9909,-120.56622,Chelan,7,10/1/1979,1/1/2100,66.0451,7.85886,48.0081835578778,-120.536772972603,0.0341445280452765,Pope_Ridge
Porcupine,700,MT,MONTANA,SNTL,SNOTEL,6500,46.11192,-110.4696,Park,67,10/1/1975,1/1/2100,284.26529,9.94411,46.1331981527331,-110.465410506849,0.021686669559791,Porcupine
Powder River Pass,703,WY,WYOMING,SNTL,SNOTEL,9480,44.16188,-107.12622,Johnson,19,10/1/1949,1/1/2100,178.93996,14.17756,44.1445772684887,-107.108289684931,0.0249174781273272,Powder_River_Pass
Prairie,704,ID,IDAHO,SNTL,SNOTEL,4800,43.50513,-115.573,Elmore,39,10/1/1979,1/1/2100,185.87894,4.52523,43.5195821334405,-115.563260643836,0.017427541980184,Prairie
Quartz Peak,707,WA,WASHINGTON,SNTL,SNOTEL,4700,47.87927,-117.08938,Spokane,63,10/1/1985,1/1/2100,212.8768,13.78173,47.8945480787781,-117.117483246575,0.0319876876189131,Quartz_Peak
Railroad Overpass,710,OR,OREGON,SNTL,SNOTEL,2680,43.65887,-122.21272,Lane,39,10/1/1980,1/1/2100,219.54776,1.08498,43.6332176125402,-122.215333383562,0.0257851654256825,Railroad_Overpass
Rainy Pass,711,WA,WASHINGTON,SNTL,SNOTEL,4890,48.51865,-120.7358,Chelan,7,10/1/1979,1/1/2100,44.93942,14.69438,48.5195432138264,-120.723279684931,0.0125521360877991,Rainy_Pass
Red Hill,712,OR,OREGON,SNTL,SNOTEL,4410,45.4643,-121.70428,Hood River,27,10/1/1978,1/1/2100,350.03311,9.12794,45.451385278135,-121.717982150685,0.0188292053535185,Red_Hill
Red Mountain Pass,713,CO,COLORADO,SNTL,SNOTEL,11080,37.89168,-107.71389,San Juan,111,10/1/1979,1/1/2100,271.98282,13.51336,37.8946259180064,-107.729978726027,0.0163562079368066,Red_Mountain_Pass
Ripple Creek,717,CO,COLORADO,SNTL,SNOTEL,10350,40.10844,-107.29383,Rio Blanco,103,10/1/1985,1/1/2100,208.56447,6.97648,40.1105177604502,-107.29479639726,0.00229150870662696,Ripple_Creek
Roaring River,719,OR,OREGON,SNTL,SNOTEL,4950,43.90098,-122.03063,Lane,39,10/1/1979,1/1/2100,311.00009,4.8932,43.9173063102894,-122.028826671233,0.0164256020379062,Roaring_River
Rock Springs,721,OR,OREGON,SNTL,SNOTEL,5290,44.00883,-118.83842,Grant,23,10/1/1979,1/1/2100,297.30933,17.22338,44.0309417893891,-118.858212561644,0.029676197977824,Rock_Springs
Rocker Peak,722,MT,MONTANA,SNTL,SNOTEL,8000,46.35613,-112.26176,Jefferson,43,10/1/1967,1/1/2100,143.53719,13.46823,46.3604691109325,-112.268308726027,0.00785580653156095,Rocker_Peak
Rocky Boy,917,MT,MONTANA,SNTL,SNOTEL,4700,48.17478,-109.64728,Hill,41,10/1/1967,1/1/2100,78.76733,7.15338,48.1786367765273,-109.657214753425,0.0106571126857645,Rocky_Boy
S Fork Shields,725,MT,MONTANA,SNTL,SNOTEL,8100,46.0896,-110.43363,Park,67,10/1/1978,1/1/2100,281.24988,6.29659,46.0763804131833,-110.40324160274,0.0331392842957659,S_Fork_Shields
Sacajawea,929,MT,MONTANA,SNTL,SNOTEL,6550,45.87395,-110.92783,Gallatin,31,9/30/1999,1/1/2100,82.51987,2.27288,45.8491094549839,-110.900592835616,0.0368634751533011,Sacajawea
Salt Creek Falls,729,OR,OREGON,SNTL,SNOTEL,4220,43.61193,-122.11758,Lane,39,10/1/1979,1/1/2100,172.74982,11.38243,43.6332176125402,-122.090995575342,0.0340572177674334,Salt_Creek_Falls
Salt River Summit,730,WY,WYOMING,SNTL,SNOTEL,7640,42.5075,-110.9099,Lincoln,23,10/1/1959,1/1/2100,49.95781,12.92476,42.4968628215434,-110.900592835616,0.0141341032396211,Salt_River_Summit
Sand Lake,731,WY,WYOMING,SNTL,SNOTEL,10098,41.4625,-106.281,Carbon,7,10/1/1979,1/1/2100,324.92487,10.95134,41.4741435096463,-106.300093931507,0.0223640232802035,Sand_Lake
Sandstone RS,732,WY,WYOMING,SNTL,SNOTEL,8152,41.11179,-107.17043,Carbon,7,10/1/1984,1/1/2100,303.93924,4.09669,41.1332370723473,-107.170458589041,0.0214470914019497,Sandstone_RS
Santa Fe,922,NM,NEW MEXICO,SNTL,SNOTEL,11465,35.77154,-105.78487,Santa Fe,49,10/1/1996,1/1/2100,124.80942,7.41389,35.7923695546624,-105.80274269863,0.0274463787001615,Santa_Fe
Santiam Jct.,733,OR,OREGON,SNTL,SNOTEL,3740,44.43503,-121.94502,Linn,43,10/1/1978,1/1/2100,319.33786,0.61161,44.4286659662379,-121.966657767123,0.0225542433212495,Santiam_Jct
Savage Pass,735,ID,IDAHO,SNTL,SNOTEL,6190,46.46633,-114.63333,Idaho,49,10/1/1982,1/1/2100,39.40121,8.68287,46.4741045900322,-114.630727082192,0.00819874571407067,Savage_Pass
Schneider Meadows,736,OR,OREGON,SNTL,SNOTEL,5400,45.00107,-117.16522,Baker,1,10/1/1980,1/1/2100,205.9917,3.83061,44.9968433617363,-117.179652150685,0.015038332500865,Schneider_Meadows
Schwartz Lake,915,ID,IDAHO,SNTL,SNOTEL,8630,44.84618,-113.83732,Lemhi,59,9/26/1995,1/1/2100,112.26507,8.55119,44.8263901430868,-113.822531328767,0.0247051256520353,Schwartz_Lake
Secesh Summit,740,ID,IDAHO,SNTL,SNOTEL,6540,45.18848,-115.97152,Valley,85,10/1/1979,1/1/2100,140.3521,4.52441,45.1672965803859,-115.998442972603,0.0342576082108629,Secesh_Summit
Sedgwick Peak,741,ID,IDAHO,SNTL,SNOTEL,7850,42.52497,-111.95635,Bannock,5,10/1/1988,1/1/2100,26.16933,24.47571,42.4968628215434,-111.957464205479,0.0281292540718847,Sedgwick_Peak
Seine Creek,743,OR,OREGON,SNTL,SNOTEL,2060,45.52688,-123.29857,Washington,67,10/1/1979,1/1/2100,347.30203,5.69026,45.5082030176849,-123.272204753425,0.0323103063334122,Seine_Creek
Sevenmile Marsh,745,OR,OREGON,SNTL,SNOTEL,5700,42.69825,-122.14165,Klamath,35,10/1/1979,1/1/2100,323.04895,17.47874,42.7241337797428,-122.153164479452,0.0283293715218733,Sevenmile_Marsh
Seventysix Creek,746,NV,NEVADA,SNTL,SNOTEL,7350,41.73732,-115.47215,Elko,7,10/1/1978,1/1/2100,166.5257,1.75983,41.7582322073955,-115.501091739726,0.0357063680107591,Seventysix_Creek
Shanghi Summit,747,ID,IDAHO,SNTL,SNOTEL,4600,46.56603,-115.74216,Clearwater,35,10/1/1982,1/1/2100,218.3353,2.27341,46.5877400691318,-115.749767356164,0.0230043250175589,Shanghi_Summit
Sheep Mtn.,749,ID,IDAHO,SNTL,SNOTEL,6650,43.2103,-111.68792,Bingham,11,10/1/1978,1/1/2100,36.82429,10.33342,43.2354934356913,-111.708788589041,0.0327140216190886,Sheep_Mtn
Shell Creek,751,WY,WYOMING,SNTL,SNOTEL,9580,44.50012,-107.42947,Big Horn,3,10/1/1978,1/1/2100,328.51816,4.28386,44.4854837057878,-107.419134205479,0.017917861385959,Shell_Creek
Short Creek,753,MT,MONTANA,SNTL,SNOTEL,7000,44.97572,-111.95215,Madison,57,10/1/1985,1/1/2100,338.90323,21.13519,44.9968433617363,-111.957464205479,0.0217815791648724,Short_Creek
Shower Falls,754,MT,MONTANA,SNTL,SNOTEL,8100,45.40125,-110.95758,Gallatin,31,10/1/1964,1/1/2100,38.48732,9.1396,45.3945675385852,-110.962761739726,0.0084561053179577,Shower_Falls
Signal Peak,755,NM,NEW MEXICO,SNTL,SNOTEL,8405,32.92342,-108.14546,Grant,17,10/1/1978,1/1/2100,312.63147,5.84257,32.9514825771704,-108.165161054795,0.0342876041373652,Signal_Peak
Silvies,759,OR,OREGON,SNTL,SNOTEL,6990,42.75333,-118.68785,Harney,25,10/1/1978,1/1/2100,267.75409,3.48792,42.7809515192926,-118.671705849315,0.0319934669795469,Silvies
Skalkaho Summit,760,MT,MONTANA,SNTL,SNOTEL,7250,46.24212,-113.7725,Granite,39,10/1/1966,1/1/2100,95.09019,1.97007,46.2468336318328,-113.760362424658,0.0130207165792748,Skalkaho_Summit
Sleeping Woman,783,MT,MONTANA,SNTL,SNOTEL,6150,47.17902,-114.33368,Sanders,89,10/1/1988,1/1/2100,64.96268,10.755,47.1559174646302,-114.319882561644,0.0269090402225863,Sleeping_Woman
Slug Creek Divide,761,ID,IDAHO,SNTL,SNOTEL,7225,42.56248,-111.29797,Caribou,29,10/1/1978,1/1/2100,4.54192,20.19552,42.5536805610932,-111.273606260274,0.0259040911539353,Slug_Creek_Divide
Slumgullion,762,CO,COLORADO,SNTL,SNOTEL,11560,37.99076,-107.20392,Hinsdale,53,10/1/1979,1/1/2100,37.28617,9.31552,38.0082613971061,-107.232627493151,0.0336217052464644,Slumgullion
Snider Basin,765,WY,WYOMING,SNTL,SNOTEL,8060,42.4949,-110.53203,Sublette,35,9/15/1980,1/1/2100,25.71229,13.45481,42.4968628215434,-110.527579410959,0.00486419687339064,Snider_Basin
Snowslide Canyon,927,AZ,ARIZONA,SNTL,SNOTEL,9744,35.34179,-111.65084,Coconino,5,9/1/1997,1/1/2100,42.04646,7.37,35.3378276382637,-111.646619684931,0.00578890057014458,Snowslide_Canyon
Soldier R.S.,769,ID,IDAHO,SNTL,SNOTEL,5740,43.48407,-114.82692,Camas,25,10/1/1985,1/1/2100,206.75798,47.92319,43.4627643938907,-114.817233794521,0.0234040899901299,Soldier_R_S
Somsen Ranch,770,ID,IDAHO,SNTL,SNOTEL,6800,42.95275,-111.35933,Caribou,29,10/1/1978,1/1/2100,16.17789,15.6769,42.9514047379421,-111.335775164384,0.0235932195959148,Somsen_Ranch
South Brush Creek,772,WY,WYOMING,SNTL,SNOTEL,8495,41.3295,-106.5025,Carbon,7,2/1/1976,1/1/2100,195.92313,3.63655,41.3036902909968,-106.486600643836,0.0303138682002119,South_Brush_Creek
South Mtn.,774,ID,IDAHO,SNTL,SNOTEL,6500,42.76478,-116.90037,Owyhee,73,10/1/1978,1/1/2100,104.91502,13.18674,42.7809515192926,-116.930976534247,0.0346161519358176,South_Mtn
Spencer Meadow,776,WA,WASHINGTON,SNTL,SNOTEL,3400,46.1795,-121.92661,Skamania,59,10/1/1980,1/1/2100,280.61658,7.35944,46.190015892283,-121.904488863014,0.0244934418173756,Spencer_Meadow
Spratt Creek,778,CA,CALIFORNIA,SNTL,SNOTEL,6063,38.66627,-119.81741,Alpine,3,10/1/1983,1/1/2100,47.06446,5.49226,38.6900742717042,-119.790746123288,0.0357436102356738,Spratt_Creek
Spring Creek Divide,779,WY,WYOMING,SNTL,SNOTEL,9000,42.52516,-110.66148,Sublette,35,10/1/1978,1/1/2100,105.46944,5.91315,42.4968628215434,-110.651917219178,0.0298693335321366,Spring_Creek_Divide
Squaw Flat,782,ID,IDAHO,SNTL,SNOTEL,6240,44.77091,-116.24805,Adams,3,10/1/1979,1/1/2100,134.65349,10.82012,44.769572403537,-116.247118589041,0.00162993578781677,Squaw_Flat
St. Lawrence Alt,786,WY,WYOMING,SNTL,SNOTEL,8620,43.03313,-109.17025,Fremont,13,10/1/1983,1/1/2100,3.16337,10.68083,43.008222477492,-109.159863520548,0.0269863601268,St_Lawrence_Alt
Stampede Pass,788,WA,WASHINGTON,SNTL,SNOTEL,3850,47.27427,-121.34162,King,33,10/1/1979,1/1/2100,322.17853,11.35643,47.2695529437299,-121.344968726027,0.0057848583266332,Stampede_Pass
Starr Ridge,789,OR,OREGON,SNTL,SNOTEL,5250,44.26423,-119.02162,Grant,23,10/1/1979,1/1/2100,266.72247,6.70228,44.2582127475884,-119.044719273973,0.0238701442112253,Starr_Ridge
Stickney Mill,792,ID,IDAHO,SNTL,SNOTEL,7430,43.86117,-114.20902,Custer,37,10/1/1979,1/1/2100,7.69323,10.54459,43.8604885707395,-114.195544753425,0.0134924651600096,Stickney_Mill
Stillwater Creek,793,CO,COLORADO,SNTL,SNOTEL,8880,40.22532,-105.9198,Grand,49,10/1/1985,1/1/2100,163.75835,6.93354,40.2241532395498,-105.927080506849,0.00737340558537865,Stillwater_Creek
Strawberry,794,OR,OREGON,SNTL,SNOTEL,5770,42.12587,-120.8361,Lake,37,10/1/1979,1/1/2100,197.05495,8.43842,42.0991386446945,-120.847617493151,0.0291070095501467,Strawberry
Stuart Mountain,901,MT,MONTANA,SNTL,SNOTEL,7400,46.99523,-113.92664,Missoula,63,7/26/1994,1/1/2100,191.77208,4.38946,46.9854642459807,-113.946869136986,0.0224630348520266,Stuart_Mountain
Stump Lakes,797,CO,COLORADO,SNTL,SNOTEL,11248,37.47647,-107.63348,La Plata,67,10/1/1985,1/1/2100,9.22553,7.48859,37.4969017411576,-107.605640917808,0.0345321668017561,Stump_Lakes
Sucker Creek,798,WY,WYOMING,SNTL,SNOTEL,8880,44.7225,-107.40033,Sheridan,33,10/1/1978,1/1/2100,154.99156,5.50587,44.7127546639871,-107.419134205479,0.0211794645281875,Sucker_Creek
Summer Rim,800,OR,OREGON,SNTL,SNOTEL,7080,42.6957,-120.80158,Lake,37,10/1/1978,1/1/2100,330.16806,5.12172,42.6673160401929,-120.785448589041,0.0326476889512787,Summer_Rim
Swamp Creek,975,WA,WASHINGTON,SNTL,SNOTEL,3930,48.57142,-120.78267,Skagit,57,10/1/1999,1/1/2100,253.49849,18.6968,48.5763609533762,-120.785448589041,0.00566864863301093,Swamp_Creek
Swede Peak,805,ID,IDAHO,SNTL,SNOTEL,7640,43.626,-113.96887,Blaine,13,10/1/1978,1/1/2100,14.05692,9.31056,43.6332176125402,-113.946869136986,0.0231545223259147,Swede_Peak
Sylvan Lake,806,WY,WYOMING,SNTL,SNOTEL,8420,44.47764,-110.15651,Park,29,10/1/1978,1/1/2100,198.85701,1.80155,44.4854837057878,-110.154565986301,0.00808102157820805,Sylvan_Lake
Sylvan Road,807,WY,WYOMING,SNTL,SNOTEL,7120,44.47825,-110.03808,Park,29,10/1/1986,1/1/2100,170.4953,12.49482,44.4854837057878,-110.030228178082,0.0106760295454971,Sylvan_Road
Tahoe City Cross,809,CA,CALIFORNIA,SNTL,SNOTEL,6797,39.17162,-120.15362,Placer,61,10/1/1980,1/1/2100,81.71317,5.79247,39.1446161881029,-120.163759547945,0.0288446925707786,Tahoe_City_Cross
Taylor Canyon,811,NV,NEVADA,SNTL,SNOTEL,6325,41.2287,-116.0293,Elko,7,10/1/1980,1/1/2100,272.66031,2.78284,41.2468725514469,-115.998442972603,0.0358105817583233,Taylor_Canyon
Taylor Green,812,OR,OREGON,SNTL,SNOTEL,5740,45.07707,-117.55067,Baker,1,10/1/1978,1/1/2100,21.0175,8.79116,45.0536611012862,-117.552665575342,0.0234938047139755,Taylor_Green
Tepee Creek,813,MT,MONTANA,SNTL,SNOTEL,8000,44.78562,-111.71,Madison,57,10/1/1971,1/1/2100,72.65777,11.32777,44.769572403537,-111.708788589041,0.0160932553807788,Tepee_Creek
Three Creeks Meadow,815,OR,OREGON,SNTL,SNOTEL,5690,44.14425,-121.64095,Deschutes,17,10/1/1979,1/1/2100,11.69913,23.13804,44.1445772684887,-121.655813246575,0.0148668491420558,Three_Creeks_Meadow
Thumb Divide,816,WY,WYOMING,SNTL,SNOTEL,7980,44.36917,-110.57717,Teton,39,9/30/1987,1/1/2100,316.17081,4.17865,44.3718482266881,-110.589748315068,0.0128602841392676,Thumb_Divide
Tie Creek,818,WY,WYOMING,SNTL,SNOTEL,6870,44.81243,-107.41017,Sheridan,33,8/1/1994,1/1/2100,272.35019,16.14725,44.8263901430868,-107.419134205479,0.0165904362472383,Tie_Creek
Timber Creek,819,WY,WYOMING,SNTL,SNOTEL,7950,44.0274,-109.17879,Park,29,8/1/1967,1/1/2100,266.7916,1.31042,44.0309417893891,-109.159863520548,0.0192550226310931,Timber_Creek
Tinkham Creek,899,WA,WASHINGTON,SNTL,SNOTEL,2990,47.33198,-121.46975,King,33,10/1/1993,1/1/2100,86.16186,22.68457,47.3263706832797,-121.469306534247,0.00562681934513299,Tinkham_Creek
Tipton,821,OR,OREGON,SNTL,SNOTEL,5150,44.65567,-118.42617,Baker,1,10/1/1978,1/1/2100,332.98898,5.98809,44.6559369244373,-118.423030232877,0.00315109286469219,Tipton
Togwotee Pass,822,WY,WYOMING,SNTL,SNOTEL,9580,43.74902,-110.0578,Teton,39,10/1/1960,1/1/2100,221.54486,1.77907,43.7468530916399,-110.030228178082,0.0276568410292843,Togwotee_Pass
Touchet,824,WA,WASHINGTON,SNTL,SNOTEL,5530,46.11868,-117.8505,Columbia,13,10/1/1979,1/1/2100,222.53909,5.33811,46.1331981527331,-117.86351009589,0.019494598068413,Touchet
Trial Lake,828,UT,UTAH,SNTL,SNOTEL,9992,40.678,-110.94873,Summit,43,10/1/1978,1/1/2100,267.82913,6.33366,40.6786951559486,-110.962761739726,0.0140489487696163,Trial_Lake
Trinity Mtn.,830,ID,IDAHO,SNTL,SNOTEL,7770,43.62903,-115.43818,Elmore,39,10/1/1978,1/1/2100,305.73621,10.61232,43.6332176125402,-115.438922835616,0.00425298760158426,Trinity_Mtn
Triple Peak,831,WY,WYOMING,SNTL,SNOTEL,8500,42.76393,-110.5914,Sublette,35,10/1/1984,1/1/2100,53.72647,9.68997,42.7809515192926,-110.589748315068,0.0171014672511712,Triple_Peak
Trough,832,WA,WASHINGTON,SNTL,SNOTEL,5480,47.23328,-120.29412,Kittitas,37,10/1/1978,1/1/2100,30.24143,7.82019,47.2127352041801,-120.288097356164,0.0214093641675042,Trough
Twelvemile Creek,835,MT,MONTANA,SNTL,SNOTEL,5600,46.14287,-114.44755,Ravalli,81,10/1/1967,1/1/2100,194.53625,9.69362,46.1331981527331,-114.444220369863,0.0102289328086316,Twelvemile_Creek
Upper Rio Grande,839,CO,COLORADO,SNTL,SNOTEL,9379,37.72172,-107.25971,Hinsdale,53,10/1/1985,1/1/2100,10.54665,13.80469,37.7241726993569,-107.232627493151,0.0271933431442584,Upper_Rio_Grande
Vail Mountain,842,CO,COLORADO,SNTL,SNOTEL,10310,39.61765,-106.38019,Eagle,37,10/1/1978,1/1/2100,32.26996,10.61688,39.5991581045016,-106.362262835616,0.0257552600836197,Vail_Mountain
Vienna Mine,845,ID,IDAHO,SNTL,SNOTEL,8960,43.79942,-114.85273,Blaine,13,10/1/1978,1/1/2100,78.84251,6.43501,43.8036708311897,-114.87940269863,0.0270093024347278,Vienna_Mine
Virginia Lakes Ridge,846,CA,CALIFORNIA,SNTL,SNOTEL,9400,38.07298,-119.23433,Mono,51,10/1/1978,1/1/2100,21.03751,10.74875,38.0650791366559,-119.231225986301,0.00848873033060286,Virginia_Lakes_Ridge
Ward Creek #3,848,CA,CALIFORNIA,SNTL,SNOTEL,6745,39.13545,-120.21865,Placer,61,10/1/1979,1/1/2100,3.09866,8.05278,39.1446161881029,-120.225928452055,0.0117044807084634,Ward_Creek_#3
Ward Mountain,849,NV,NEVADA,SNTL,SNOTEL,9163,39.13242,-114.95575,White Pine,33,10/1/1980,1/1/2100,194.84579,6.12162,39.1446161881029,-114.94157160274,0.018702244600677,Ward_Mountain
Warm Springs,850,MT,MONTANA,SNTL,SNOTEL,7800,46.27368,-113.164,Granite,39,7/1/1977,1/1/2100,48.5555,10.7572,46.2468336318328,-113.138673383562,0.0369075193418193,Warm_Springs
West Branch,855,ID,IDAHO,SNTL,SNOTEL,5560,45.0722,-116.45413,Adams,3,10/1/1979,1/1/2100,149.33672,14.79859,45.0536611012862,-116.43362530137,0.0276429635066124,West_Branch
Whiskey Park,859,WY,WYOMING,SNTL,SNOTEL,9020,41.00368,-106.90795,Carbon,7,10/1/1985,1/1/2100,209.93498,14.92978,41.0196015932476,-106.921782972603,0.0210914262812459,Whiskey_Park
White Elephant,860,ID,IDAHO,SNTL,SNOTEL,7710,44.53267,-111.41085,Fremont,43,10/1/1979,1/1/2100,51.63201,15.4902,44.5423014453376,-111.397944068493,0.0161036581978845,White_Elephant
White Horse Lake,861,AZ,ARIZONA,SNTL,SNOTEL,7203,35.14189,-112.14966,Coconino,5,11/1/1970,1/1/2100,23.93273,5.22372,35.1673744196141,-112.143970917808,0.0261117080876545,White_Horse_Lake
White Pass E.S.,863,WA,WASHINGTON,SNTL,SNOTEL,4440,46.64142,-121.38153,Yakima,77,10/1/1979,1/1/2100,343.13998,7.44655,46.6445578086817,-121.407137630137,0.0257991582141064,White_Pass_E_S
Wildhorse Divide,867,ID,IDAHO,SNTL,SNOTEL,6490,42.75743,-112.47783,Bannock,5,10/1/1979,1/1/2100,48.49767,5.88269,42.7809515192926,-112.454815438356,0.0329079309209474,Wildhorse_Divide
Willow Creek,868,WY,WYOMING,SNTL,SNOTEL,8080,42.81513,-110.83515,Lincoln,23,10/1/1979,1/1/2100,79.60091,8.87969,42.8377692588424,-110.838423931507,0.0228747605112167,Willow_Creek
Willow Park,870,CO,COLORADO,SNTL,SNOTEL,10732,40.43397,-105.73588,Larimer,69,10/1/1979,1/1/2100,165.28928,7.99793,40.4514241977492,-105.740573794521,0.0180743112198895,Willow_Park
Wilson Creek,871,ID,IDAHO,SNTL,SNOTEL,7120,42.01257,-115.00278,Twin Falls,83,10/1/1989,1/1/2100,150.03506,11.11054,41.9855031655949,-115.003740506849,0.0270838715496869,Wilson_Creek
Wolf Creek,873,OR,OREGON,SNTL,SNOTEL,5630,45.06703,-118.15192,Union,61,10/1/1978,1/1/2100,344.64813,7.4791,45.0536611012862,-118.174354616438,0.0261158853485693,Wolf_Creek
Workman Creek,877,AZ,ARIZONA,SNTL,SNOTEL,7032,33.81259,-110.91852,Gila,7,12/1/1938,1/1/2100,314.05963,8.23881,33.803748670418,-110.900592835616,0.0199888051576039,Workman_Creek
