Station Name,Station Id_x,State Code_x,State Name_x,Network Co_x,Network Na_x,Elevation_x,Latitude_x,Longitude_x,County Nam_x,County Cod_x,Start Date_x,End Date_x,Aspect_tif_x,Slope_tif1_x,join_lat,join_lon,distance,Station_name,Station Id_y,State Code_y,State Name_y,Network Co_y,Network Na_y,Elevation_y,Latitude_y,Longitude_y,County Nam_y,County Cod_y,Start Date_y,End Date_y,Aspect_tif_y,Slope_tif1_y,LandCover,LC_Detail
Sevenmile Marsh,745,OR,OREGON,SNTL,SNOTEL,5700,42.69825,-122.14165,Klamath,35,10/1/1979,1/1/2100,323.04895,17.47874,42.7241337797428,-122.153164479452,0.0283293715218733,Sevenmile_Marsh,745,OR,OREGON,SNTL,SNOTEL,5700,42.69825,-122.14165,Klamath,35,10/1/1979,1/1/2100,323.04895,17.47874,42,Evergreen Forest
Seventysix Creek,746,NV,NEVADA,SNTL,SNOTEL,7350,41.73732,-115.47215,Elko,7,10/1/1978,1/1/2100,166.5257,1.75983,41.7582322073955,-115.501091739726,0.0357063680107591,Seventysix_Creek,746,NV,NEVADA,SNTL,SNOTEL,7350,41.73732,-115.47215,Elko,7,10/1/1978,1/1/2100,166.5257,1.75983,41,Deciduous Forest
Shanghi Summit,747,ID,IDAHO,SNTL,SNOTEL,4600,46.56603,-115.74216,Clearwater,35,10/1/1982,1/1/2100,218.3353,2.27341,46.5877400691318,-115.749767356164,0.0230043250175589,Shanghi_Summit,747,ID,IDAHO,SNTL,SNOTEL,4600,46.56603,-115.74216,Clearwater,35,10/1/1982,1/1/2100,218.3353,2.27341,71,Grassland_Herbaceous
Shell Creek,751,WY,WYOMING,SNTL,SNOTEL,9580,44.50012,-107.42947,Big Horn,3,10/1/1978,1/1/2100,328.51816,4.28386,44.4854837057878,-107.419134205479,0.017917861385959,Shell_Creek,751,WY,WYOMING,SNTL,SNOTEL,9580,44.50012,-107.42947,Big Horn,3,10/1/1978,1/1/2100,328.51816,4.28386,42,Evergreen Forest
Short Creek,753,MT,MONTANA,SNTL,SNOTEL,7000,44.97572,-111.95215,Madison,57,10/1/1985,1/1/2100,338.90323,21.13519,44.9968433617363,-111.957464205479,0.0217815791648724,Short_Creek,753,MT,MONTANA,SNTL,SNOTEL,7000,44.97572,-111.95215,Madison,57,10/1/1985,1/1/2100,338.90323,21.13519,42,Evergreen Forest
Shower Falls,754,MT,MONTANA,SNTL,SNOTEL,8100,45.40125,-110.95758,Gallatin,31,10/1/1964,1/1/2100,38.48732,9.1396,45.3945675385852,-110.962761739726,0.0084561053179577,Shower_Falls,754,MT,MONTANA,SNTL,SNOTEL,8100,45.40125,-110.95758,Gallatin,31,10/1/1964,1/1/2100,38.48732,9.1396,42,Evergreen Forest
Signal Peak,755,NM,NEW MEXICO,SNTL,SNOTEL,8405,32.92342,-108.14546,Grant,17,10/1/1978,1/1/2100,312.63147,5.84257,32.9514825771704,-108.165161054795,0.0342876041373652,Signal_Peak,755,NM,NEW MEXICO,SNTL,SNOTEL,8405,32.92342,-108.14546,Grant,17,10/1/1978,1/1/2100,312.63147,5.84257,52,Shrub_Scrub
Silvies,759,OR,OREGON,SNTL,SNOTEL,6990,42.75333,-118.68785,Harney,25,10/1/1978,1/1/2100,267.75409,3.48792,42.7809515192926,-118.671705849315,0.0319934669795469,Silvies,759,OR,OREGON,SNTL,SNOTEL,6990,42.75333,-118.68785,Harney,25,10/1/1978,1/1/2100,267.75409,3.48792,52,Shrub_Scrub
Skalkaho Summit,760,MT,MONTANA,SNTL,SNOTEL,7250,46.24212,-113.7725,Granite,39,10/1/1966,1/1/2100,95.09019,1.97007,46.2468336318328,-113.760362424658,0.0130207165792748,Skalkaho_Summit,760,MT,MONTANA,SNTL,SNOTEL,7250,46.24212,-113.7725,Granite,39,10/1/1966,1/1/2100,95.09019,1.97007,42,Evergreen Forest
Sleeping Woman,783,MT,MONTANA,SNTL,SNOTEL,6150,47.17902,-114.33368,Sanders,89,10/1/1988,1/1/2100,64.96268,10.755,47.1559174646302,-114.319882561644,0.0269090402225863,Sleeping_Woman,783,MT,MONTANA,SNTL,SNOTEL,6150,47.17902,-114.33368,Sanders,89,10/1/1988,1/1/2100,64.96268,10.755,42,Evergreen Forest
Slug Creek Divide,761,ID,IDAHO,SNTL,SNOTEL,7225,42.56248,-111.29797,Caribou,29,10/1/1978,1/1/2100,4.54192,20.19552,42.5536805610932,-111.273606260274,0.0259040911539353,Slug_Creek_Divide,761,ID,IDAHO,SNTL,SNOTEL,7225,42.56248,-111.29797,Caribou,29,10/1/1978,1/1/2100,4.54192,20.19552,42,Evergreen Forest
Slumgullion,762,CO,COLORADO,SNTL,SNOTEL,11560,37.99076,-107.20392,Hinsdale,53,10/1/1979,1/1/2100,37.28617,9.31552,38.0082613971061,-107.232627493151,0.0336217052464644,Slumgullion,762,CO,COLORADO,SNTL,SNOTEL,11560,37.99076,-107.20392,Hinsdale,53,10/1/1979,1/1/2100,37.28617,9.31552,42,Evergreen Forest
Snider Basin,765,WY,WYOMING,SNTL,SNOTEL,8060,42.4949,-110.53203,Sublette,35,9/15/1980,1/1/2100,25.71229,13.45481,42.4968628215434,-110.527579410959,0.0048641968733906,Snider_Basin,765,WY,WYOMING,SNTL,SNOTEL,8060,42.4949,-110.53203,Sublette,35,9/15/1980,1/1/2100,25.71229,13.45481,52,Shrub_Scrub
Snowslide Canyon,927,AZ,ARIZONA,SNTL,SNOTEL,9744,35.34179,-111.65084,Coconino,5,9/1/1997,1/1/2100,42.04646,7.37,35.3378276382637,-111.646619684931,0.0057889005701445,Snowslide_Canyon,927,AZ,ARIZONA,SNTL,SNOTEL,9744,35.34179,-111.65084,Coconino,5,9/1/1997,1/1/2100,42.04646,7.37,42,Evergreen Forest
Somsen Ranch,770,ID,IDAHO,SNTL,SNOTEL,6800,42.95275,-111.35933,Caribou,29,10/1/1978,1/1/2100,16.17789,15.6769,42.9514047379421,-111.335775164384,0.0235932195959148,Somsen_Ranch,770,ID,IDAHO,SNTL,SNOTEL,6800,42.95275,-111.35933,Caribou,29,10/1/1978,1/1/2100,16.17789,15.6769,52,Shrub_Scrub
South Brush Creek,772,WY,WYOMING,SNTL,SNOTEL,8495,41.3295,-106.5025,Carbon,7,2/1/1976,1/1/2100,195.92313,3.63655,41.3036902909968,-106.486600643836,0.0303138682002119,South_Brush_Creek,772,WY,WYOMING,SNTL,SNOTEL,8495,41.3295,-106.5025,Carbon,7,2/1/1976,1/1/2100,195.92313,3.63655,42,Evergreen Forest
Spencer Meadow,776,WA,WASHINGTON,SNTL,SNOTEL,3400,46.1795,-121.92661,Skamania,59,10/1/1980,1/1/2100,280.61658,7.35944,46.190015892283,-121.904488863014,0.0244934418173756,Spencer_Meadow,776,WA,WASHINGTON,SNTL,SNOTEL,3400,46.1795,-121.92661,Skamania,59,10/1/1980,1/1/2100,280.61658,7.35944,42,Evergreen Forest
Spratt Creek,778,CA,CALIFORNIA,SNTL,SNOTEL,6063,38.66627,-119.81741,Alpine,3,10/1/1983,1/1/2100,47.06446,5.49226,38.6900742717042,-119.790746123288,0.0357436102356738,Spratt_Creek,778,CA,CALIFORNIA,SNTL,SNOTEL,6063,38.66627,-119.81741,Alpine,3,10/1/1983,1/1/2100,47.06446,5.49226,52,Shrub_Scrub
Spring Creek Divide,779,WY,WYOMING,SNTL,SNOTEL,9000,42.52516,-110.66148,Sublette,35,10/1/1978,1/1/2100,105.46944,5.91315,42.4968628215434,-110.651917219178,0.0298693335321366,Spring_Creek_Divide,779,WY,WYOMING,SNTL,SNOTEL,9000,42.52516,-110.66148,Sublette,35,10/1/1978,1/1/2100,105.46944,5.91315,42,Evergreen Forest
Squaw Flat,782,ID,IDAHO,SNTL,SNOTEL,6240,44.77091,-116.24805,Adams,3,10/1/1979,1/1/2100,134.65349,10.82012,44.769572403537,-116.247118589041,0.0016299357878167,Squaw_Flat,782,ID,IDAHO,SNTL,SNOTEL,6240,44.77091,-116.24805,Adams,3,10/1/1979,1/1/2100,134.65349,10.82012,42,Evergreen Forest
Stampede Pass,788,WA,WASHINGTON,SNTL,SNOTEL,3850,47.27427,-121.34162,King,33,10/1/1979,1/1/2100,322.17853,11.35643,47.2695529437299,-121.344968726027,0.0057848583266332,Stampede_Pass,788,WA,WASHINGTON,SNTL,SNOTEL,3850,47.27427,-121.34162,King,33,10/1/1979,1/1/2100,322.17853,11.35643,42,Evergreen Forest
Starr Ridge,789,OR,OREGON,SNTL,SNOTEL,5250,44.26423,-119.02162,Grant,23,10/1/1979,1/1/2100,266.72247,6.70228,44.2582127475884,-119.044719273973,0.0238701442112253,Starr_Ridge,789,OR,OREGON,SNTL,SNOTEL,5250,44.26423,-119.02162,Grant,23,10/1/1979,1/1/2100,266.72247,6.70228,42,Evergreen Forest
Stickney Mill,792,ID,IDAHO,SNTL,SNOTEL,7430,43.86117,-114.20902,Custer,37,10/1/1979,1/1/2100,7.69323,10.54459,43.8604885707395,-114.195544753425,0.0134924651600096,Stickney_Mill,792,ID,IDAHO,SNTL,SNOTEL,7430,43.86117,-114.20902,Custer,37,10/1/1979,1/1/2100,7.69323,10.54459,42,Evergreen Forest
Stillwater Creek,793,CO,COLORADO,SNTL,SNOTEL,8880,40.22532,-105.9198,Grand,49,10/1/1985,1/1/2100,163.75835,6.93354,40.2241532395498,-105.927080506849,0.0073734055853786,Stillwater_Creek,793,CO,COLORADO,SNTL,SNOTEL,8880,40.22532,-105.9198,Grand,49,10/1/1985,1/1/2100,163.75835,6.93354,42,Evergreen Forest
Strawberry,794,OR,OREGON,SNTL,SNOTEL,5770,42.12587,-120.8361,Lake,37,10/1/1979,1/1/2100,197.05495,8.43842,42.0991386446945,-120.847617493151,0.0291070095501467,Strawberry,794,OR,OREGON,SNTL,SNOTEL,5770,42.12587,-120.8361,Lake,37,10/1/1979,1/1/2100,197.05495,8.43842,42,Evergreen Forest
Stuart Mountain,901,MT,MONTANA,SNTL,SNOTEL,7400,46.99523,-113.92664,Missoula,63,7/26/1994,1/1/2100,191.77208,4.38946,46.9854642459807,-113.946869136986,0.0224630348520266,Stuart_Mountain,901,MT,MONTANA,SNTL,SNOTEL,7400,46.99523,-113.92664,Missoula,63,7/26/1994,1/1/2100,191.77208,4.38946,42,Evergreen Forest
Stump Lakes,797,CO,COLORADO,SNTL,SNOTEL,11248,37.47647,-107.63348,La Plata,67,10/1/1985,1/1/2100,9.22553,7.48859,37.4969017411576,-107.605640917808,0.0345321668017561,Stump_Lakes,797,CO,COLORADO,SNTL,SNOTEL,11248,37.47647,-107.63348,La Plata,67,10/1/1985,1/1/2100,9.22553,7.48859,42,Evergreen Forest
Sucker Creek,798,WY,WYOMING,SNTL,SNOTEL,8880,44.7225,-107.40033,Sheridan,33,10/1/1978,1/1/2100,154.99156,5.50587,44.7127546639871,-107.419134205479,0.0211794645281875,Sucker_Creek,798,WY,WYOMING,SNTL,SNOTEL,8880,44.7225,-107.40033,Sheridan,33,10/1/1978,1/1/2100,154.99156,5.50587,42,Evergreen Forest
Summer Rim,800,OR,OREGON,SNTL,SNOTEL,7080,42.6957,-120.80158,Lake,37,10/1/1978,1/1/2100,330.16806,5.12172,42.6673160401929,-120.785448589041,0.0326476889512787,Summer_Rim,800,OR,OREGON,SNTL,SNOTEL,7080,42.6957,-120.80158,Lake,37,10/1/1978,1/1/2100,330.16806,5.12172,71,Grassland_Herbaceous
Swamp Creek,975,WA,WASHINGTON,SNTL,SNOTEL,3930,48.57142,-120.78267,Skagit,57,10/1/1999,1/1/2100,253.49849,18.6968,48.5763609533762,-120.785448589041,0.0056686486330109,Swamp_Creek,975,WA,WASHINGTON,SNTL,SNOTEL,3930,48.57142,-120.78267,Skagit,57,10/1/1999,1/1/2100,253.49849,18.6968,42,Evergreen Forest
Swede Peak,805,ID,IDAHO,SNTL,SNOTEL,7640,43.626,-113.96887,Blaine,13,10/1/1978,1/1/2100,14.05692,9.31056,43.6332176125402,-113.946869136986,0.0231545223259147,Swede_Peak,805,ID,IDAHO,SNTL,SNOTEL,7640,43.626,-113.96887,Blaine,13,10/1/1978,1/1/2100,14.05692,9.31056,42,Evergreen Forest
Sylvan Lake,806,WY,WYOMING,SNTL,SNOTEL,8420,44.47764,-110.15651,Park,29,10/1/1978,1/1/2100,198.85701,1.80155,44.4854837057878,-110.154565986301,0.008081021578208,Sylvan_Lake,806,WY,WYOMING,SNTL,SNOTEL,8420,44.47764,-110.15651,Park,29,10/1/1978,1/1/2100,198.85701,1.80155,42,Evergreen Forest
Sylvan Road,807,WY,WYOMING,SNTL,SNOTEL,7120,44.47825,-110.03808,Park,29,10/1/1986,1/1/2100,170.4953,12.49482,44.4854837057878,-110.030228178082,0.0106760295454971,Sylvan_Road,807,WY,WYOMING,SNTL,SNOTEL,7120,44.47825,-110.03808,Park,29,10/1/1986,1/1/2100,170.4953,12.49482,42,Evergreen Forest
Tahoe City Cross,809,CA,CALIFORNIA,SNTL,SNOTEL,6797,39.17162,-120.15362,Placer,61,10/1/1980,1/1/2100,81.71317,5.79247,39.1446161881029,-120.163759547945,0.0288446925707786,Tahoe_City_Cross,809,CA,CALIFORNIA,SNTL,SNOTEL,6797,39.17162,-120.15362,Placer,61,10/1/1980,1/1/2100,81.71317,5.79247,42,Evergreen Forest
Taylor Canyon,811,NV,NEVADA,SNTL,SNOTEL,6325,41.2287,-116.0293,Elko,7,10/1/1980,1/1/2100,272.66031,2.78284,41.2468725514469,-115.998442972603,0.0358105817583233,Taylor_Canyon,811,NV,NEVADA,SNTL,SNOTEL,6325,41.2287,-116.0293,Elko,7,10/1/1980,1/1/2100,272.66031,2.78284,52,Shrub_Scrub
Taylor Green,812,OR,OREGON,SNTL,SNOTEL,5740,45.07707,-117.55067,Baker,1,10/1/1978,1/1/2100,21.0175,8.79116,45.0536611012862,-117.552665575342,0.0234938047139755,Taylor_Green,812,OR,OREGON,SNTL,SNOTEL,5740,45.07707,-117.55067,Baker,1,10/1/1978,1/1/2100,21.0175,8.79116,52,Shrub_Scrub
Tepee Creek,813,MT,MONTANA,SNTL,SNOTEL,8000,44.78562,-111.71,Madison,57,10/1/1971,1/1/2100,72.65777,11.32777,44.769572403537,-111.708788589041,0.0160932553807788,Tepee_Creek,813,MT,MONTANA,SNTL,SNOTEL,8000,44.78562,-111.71,Madison,57,10/1/1971,1/1/2100,72.65777,11.32777,42,Evergreen Forest
Three Creeks Meadow,815,OR,OREGON,SNTL,SNOTEL,5690,44.14425,-121.64095,Deschutes,17,10/1/1979,1/1/2100,11.69913,23.13804,44.1445772684887,-121.655813246575,0.0148668491420558,Three_Creeks_Meadow,815,OR,OREGON,SNTL,SNOTEL,5690,44.14425,-121.64095,Deschutes,17,10/1/1979,1/1/2100,11.69913,23.13804,71,Grassland_Herbaceous
Thumb Divide,816,WY,WYOMING,SNTL,SNOTEL,7980,44.36917,-110.57717,Teton,39,9/30/1987,1/1/2100,316.17081,4.17865,44.3718482266881,-110.589748315068,0.0128602841392676,Thumb_Divide,816,WY,WYOMING,SNTL,SNOTEL,7980,44.36917,-110.57717,Teton,39,9/30/1987,1/1/2100,316.17081,4.17865,52,Shrub_Scrub
Tie Creek,818,WY,WYOMING,SNTL,SNOTEL,6870,44.81243,-107.41017,Sheridan,33,8/1/1994,1/1/2100,272.35019,16.14725,44.8263901430868,-107.419134205479,0.0165904362472383,Tie_Creek,818,WY,WYOMING,SNTL,SNOTEL,6870,44.81243,-107.41017,Sheridan,33,8/1/1994,1/1/2100,272.35019,16.14725,42,Evergreen Forest
Timber Creek,819,WY,WYOMING,SNTL,SNOTEL,7950,44.0274,-109.17879,Park,29,8/1/1967,1/1/2100,266.7916,1.31042,44.0309417893891,-109.159863520548,0.0192550226310931,Timber_Creek,819,WY,WYOMING,SNTL,SNOTEL,7950,44.0274,-109.17879,Park,29,8/1/1967,1/1/2100,266.7916,1.31042,42,Evergreen Forest
Tinkham Creek,899,WA,WASHINGTON,SNTL,SNOTEL,2990,47.33198,-121.46975,King,33,10/1/1993,1/1/2100,86.16186,22.68457,47.3263706832797,-121.469306534247,0.0056268193451329,Tinkham_Creek,899,WA,WASHINGTON,SNTL,SNOTEL,2990,47.33198,-121.46975,King,33,10/1/1993,1/1/2100,86.16186,22.68457,42,Evergreen Forest
Tipton,821,OR,OREGON,SNTL,SNOTEL,5150,44.65567,-118.42617,Baker,1,10/1/1978,1/1/2100,332.98898,5.98809,44.6559369244373,-118.423030232877,0.0031510928646921,Tipton,821,OR,OREGON,SNTL,SNOTEL,5150,44.65567,-118.42617,Baker,1,10/1/1978,1/1/2100,332.98898,5.98809,42,Evergreen Forest
Togwotee Pass,822,WY,WYOMING,SNTL,SNOTEL,9580,43.74902,-110.0578,Teton,39,10/1/1960,1/1/2100,221.54486,1.77907,43.7468530916399,-110.030228178082,0.0276568410292843,Togwotee_Pass,822,WY,WYOMING,SNTL,SNOTEL,9580,43.74902,-110.0578,Teton,39,10/1/1960,1/1/2100,221.54486,1.77907,52,Shrub_Scrub
Touchet,824,WA,WASHINGTON,SNTL,SNOTEL,5530,46.11868,-117.8505,Columbia,13,10/1/1979,1/1/2100,222.53909,5.33811,46.1331981527331,-117.86351009589,0.019494598068413,Touchet,824,WA,WASHINGTON,SNTL,SNOTEL,5530,46.11868,-117.8505,Columbia,13,10/1/1979,1/1/2100,222.53909,5.33811,42,Evergreen Forest
Trial Lake,828,UT,UTAH,SNTL,SNOTEL,9992,40.678,-110.94873,Summit,43,10/1/1978,1/1/2100,267.82913,6.33366,40.6786951559486,-110.962761739726,0.0140489487696163,Trial_Lake,828,UT,UTAH,SNTL,SNOTEL,9992,40.678,-110.94873,Summit,43,10/1/1978,1/1/2100,267.82913,6.33366,42,Evergreen Forest
Triple Peak,831,WY,WYOMING,SNTL,SNOTEL,8500,42.76393,-110.5914,Sublette,35,10/1/1984,1/1/2100,53.72647,9.68997,42.7809515192926,-110.589748315068,0.0171014672511712,Triple_Peak,831,WY,WYOMING,SNTL,SNOTEL,8500,42.76393,-110.5914,Sublette,35,10/1/1984,1/1/2100,53.72647,9.68997,42,Evergreen Forest
Trough,832,WA,WASHINGTON,SNTL,SNOTEL,5480,47.23328,-120.29412,Kittitas,37,10/1/1978,1/1/2100,30.24143,7.82019,47.2127352041801,-120.288097356164,0.0214093641675042,Trough,832,WA,WASHINGTON,SNTL,SNOTEL,5480,47.23328,-120.29412,Kittitas,37,10/1/1978,1/1/2100,30.24143,7.82019,52,Shrub_Scrub
Twelvemile Creek,835,MT,MONTANA,SNTL,SNOTEL,5600,46.14287,-114.44755,Ravalli,81,10/1/1967,1/1/2100,194.53625,9.69362,46.1331981527331,-114.444220369863,0.0102289328086316,Twelvemile_Creek,835,MT,MONTANA,SNTL,SNOTEL,5600,46.14287,-114.44755,Ravalli,81,10/1/1967,1/1/2100,194.53625,9.69362,42,Evergreen Forest
Upper Rio Grande,839,CO,COLORADO,SNTL,SNOTEL,9379,37.72172,-107.25971,Hinsdale,53,10/1/1985,1/1/2100,10.54665,13.80469,37.7241726993569,-107.232627493151,0.0271933431442584,Upper_Rio_Grande,839,CO,COLORADO,SNTL,SNOTEL,9379,37.72172,-107.25971,Hinsdale,53,10/1/1985,1/1/2100,10.54665,13.80469,42,Evergreen Forest
Vail Mountain,842,CO,COLORADO,SNTL,SNOTEL,10310,39.61765,-106.38019,Eagle,37,10/1/1978,1/1/2100,32.26996,10.61688,39.5991581045016,-106.362262835616,0.0257552600836197,Vail_Mountain,842,CO,COLORADO,SNTL,SNOTEL,10310,39.61765,-106.38019,Eagle,37,10/1/1978,1/1/2100,32.26996,10.61688,23,Developed_Medium Intensity
Vienna Mine,845,ID,IDAHO,SNTL,SNOTEL,8960,43.79942,-114.85273,Blaine,13,10/1/1978,1/1/2100,78.84251,6.43501,43.8036708311897,-114.87940269863,0.0270093024347278,Vienna_Mine,845,ID,IDAHO,SNTL,SNOTEL,8960,43.79942,-114.85273,Blaine,13,10/1/1978,1/1/2100,78.84251,6.43501,71,Grassland_Herbaceous
Virginia Lakes Ridge,846,CA,CALIFORNIA,SNTL,SNOTEL,9400,38.07298,-119.23433,Mono,51,10/1/1978,1/1/2100,21.03751,10.74875,38.0650791366559,-119.231225986301,0.0084887303306028,Virginia_Lakes_Ridge,846,CA,CALIFORNIA,SNTL,SNOTEL,9400,38.07298,-119.23433,Mono,51,10/1/1978,1/1/2100,21.03751,10.74875,42,Evergreen Forest
Ward Creek #3,848,CA,CALIFORNIA,SNTL,SNOTEL,6745,39.13545,-120.21865,Placer,61,10/1/1979,1/1/2100,3.09866,8.05278,39.1446161881029,-120.225928452055,0.0117044807084634,Ward_Creek_#3,848,CA,CALIFORNIA,SNTL,SNOTEL,6745,39.13545,-120.21865,Placer,61,10/1/1979,1/1/2100,3.09866,8.05278,42,Evergreen Forest
Ward Mountain,849,NV,NEVADA,SNTL,SNOTEL,9163,39.13242,-114.95575,White Pine,33,10/1/1980,1/1/2100,194.84579,6.12162,39.1446161881029,-114.94157160274,0.018702244600677,Ward_Mountain,849,NV,NEVADA,SNTL,SNOTEL,9163,39.13242,-114.95575,White Pine,33,10/1/1980,1/1/2100,194.84579,6.12162,41,Deciduous Forest
Warm Springs,850,MT,MONTANA,SNTL,SNOTEL,7800,46.27368,-113.164,Granite,39,7/1/1977,1/1/2100,48.5555,10.7572,46.2468336318328,-113.138673383562,0.0369075193418193,Warm_Springs,850,MT,MONTANA,SNTL,SNOTEL,7800,46.27368,-113.164,Granite,39,7/1/1977,1/1/2100,48.5555,10.7572,42,Evergreen Forest
West Branch,855,ID,IDAHO,SNTL,SNOTEL,5560,45.0722,-116.45413,Adams,3,10/1/1979,1/1/2100,149.33672,14.79859,45.0536611012862,-116.43362530137,0.0276429635066124,West_Branch,855,ID,IDAHO,SNTL,SNOTEL,5560,45.0722,-116.45413,Adams,3,10/1/1979,1/1/2100,149.33672,14.79859,42,Evergreen Forest
Whiskey Park,859,WY,WYOMING,SNTL,SNOTEL,9020,41.00368,-106.90795,Carbon,7,10/1/1985,1/1/2100,209.93498,14.92978,41.0196015932476,-106.921782972603,0.0210914262812459,Whiskey_Park,859,WY,WYOMING,SNTL,SNOTEL,9020,41.00368,-106.90795,Carbon,7,10/1/1985,1/1/2100,209.93498,14.92978,42,Evergreen Forest
White Elephant,860,ID,IDAHO,SNTL,SNOTEL,7710,44.53267,-111.41085,Fremont,43,10/1/1979,1/1/2100,51.63201,15.4902,44.5423014453376,-111.397944068493,0.0161036581978845,White_Elephant,860,ID,IDAHO,SNTL,SNOTEL,7710,44.53267,-111.41085,Fremont,43,10/1/1979,1/1/2100,51.63201,15.4902,42,Evergreen Forest
White Horse Lake,861,AZ,ARIZONA,SNTL,SNOTEL,7203,35.14189,-112.14966,Coconino,5,11/1/1970,1/1/2100,23.93273,5.22372,35.1673744196141,-112.143970917808,0.0261117080876545,White_Horse_Lake,861,AZ,ARIZONA,SNTL,SNOTEL,7203,35.14189,-112.14966,Coconino,5,11/1/1970,1/1/2100,23.93273,5.22372,42,Evergreen Forest
Wildhorse Divide,867,ID,IDAHO,SNTL,SNOTEL,6490,42.75743,-112.47783,Bannock,5,10/1/1979,1/1/2100,48.49767,5.88269,42.7809515192926,-112.454815438356,0.0329079309209474,Wildhorse_Divide,867,ID,IDAHO,SNTL,SNOTEL,6490,42.75743,-112.47783,Bannock,5,10/1/1979,1/1/2100,48.49767,5.88269,42,Evergreen Forest
Willow Creek,868,WY,WYOMING,SNTL,SNOTEL,8080,42.81513,-110.83515,Lincoln,23,10/1/1979,1/1/2100,79.60091,8.87969,42.8377692588424,-110.838423931507,0.0228747605112167,Willow_Creek,868,WY,WYOMING,SNTL,SNOTEL,8080,42.81513,-110.83515,Lincoln,23,10/1/1979,1/1/2100,79.60091,8.87969,42,Evergreen Forest
Willow Park,870,CO,COLORADO,SNTL,SNOTEL,10732,40.43397,-105.73588,Larimer,69,10/1/1979,1/1/2100,165.28928,7.99793,40.4514241977492,-105.740573794521,0.0180743112198895,Willow_Park,870,CO,COLORADO,SNTL,SNOTEL,10732,40.43397,-105.73588,Larimer,69,10/1/1979,1/1/2100,165.28928,7.99793,42,Evergreen Forest
Wilson Creek,871,ID,IDAHO,SNTL,SNOTEL,7120,42.01257,-115.00278,Twin Falls,83,10/1/1989,1/1/2100,150.03506,11.11054,41.9855031655949,-115.003740506849,0.0270838715496869,Wilson_Creek,871,ID,IDAHO,SNTL,SNOTEL,7120,42.01257,-115.00278,Twin Falls,83,10/1/1989,1/1/2100,150.03506,11.11054,52,Shrub_Scrub
Wolf Creek,873,OR,OREGON,SNTL,SNOTEL,5630,45.06703,-118.15192,Union,61,10/1/1978,1/1/2100,344.64813,7.4791,45.0536611012862,-118.174354616438,0.0261158853485693,Wolf_Creek,873,OR,OREGON,SNTL,SNOTEL,5630,45.06703,-118.15192,Union,61,10/1/1978,1/1/2100,344.64813,7.4791,42,Evergreen Forest
Workman Creek,877,AZ,ARIZONA,SNTL,SNOTEL,7032,33.81259,-110.91852,Gila,7,12/1/1938,1/1/2100,314.05963,8.23881,33.803748670418,-110.900592835616,0.0199888051576039,Workman_Creek,877,AZ,ARIZONA,SNTL,SNOTEL,7032,33.81259,-110.91852,Gila,7,12/1/1938,1/1/2100,314.05963,8.23881,52,Shrub_Scrub
